review_date,review_title,review_comment,review_rating,review_link
16 February 2007,Never again,From time to time I watch a movie because I trust the good reviews and also because I think I should watch not always the same kind of movies Usually I avoid violent movies What shall I say That I was wrong to trust the good reviews That I have no idea what is going on in the world If anything what was portrayed in this movie is going on in the real world we are really doomed I thought the Iraq disaster was bad enough But obviously the members of police departments are a bunch of corrupt constantly swearing murdering thugs every citizen should avoid to have any contact with Commenter before me have pointed out the many improbably scenarios But if any of this should be based on real events I will look as quickly as possible to emigrate to another country,3,https://www.imdb.com/review/rw1600396/?ref_=tt_urv
9 November 2006,Another great from Scorcese,A great movie I thought that picked up pace more towards the end of the film The acting particularly from Dicaprio was great in particular the scene where he meets the shrink and the moments he tries convincing Costello that he is not a mole Jack Nicholson played his character fairly convincingly Despite not having the same menacing demeanour that Pauli s character portrayed in Goodfellas Costello did look very much like the should be retired rough and mean looking gangster in his own laid back way I should have guessed Mark Wahlberg s character was still out there at large He had a big mouth in the film and played the annoying and to some extent a crooked cop well I totally did not see the ending coming the twists in the end did not match my guesses but were a welcome shock in the end Another great film from Scorcese although Goodfellas still keeps this one in the shadows,9,https://www.imdb.com/review/rw1517564/?ref_=tt_urv
24 February 2007,"Cool,Marty Back To Gangs Style Again",This is the movie that is a remake of an hong Kong movie named Internall affairs but hey guys hold on about it something s really going on Stoyline after making worthless pictures like bringing out the dead aviator gangs of New York Martin Scorsese return s to gangs all over again as good as it gets story of Colin Sullivan Matt Damon A Student of police academy Who s being the top est chosen as on of the special operation officer despite his other classmate Billy Costigan Leonardo DiCaprio which didn t become a top cop and now his going to be in a very sensitive position because he s about to enter in Frank Costello s Jack Nicholson gang organization as a cop despite that department doesn t know that Colin is Frank s inside man in the force Oliver Queenan Martin Sheen is the head chief of force whit his right hand assistant Dignam Mark Wahlberg trying to catch Costello s gang organization but before the sent billy in the stage they did nt have the clear evidence among all there s the sweet Madolyn Vera Farmiga that falls in love with Colin But as a doctor once she faces Billy as her patient and after a weird fight they get familiar with each other fall in love though it s hard for her to chose between the honest man tricky one billy s stock in a lot of problems he should pass frank s ARE YOU STILL A COP test facing Mr French Ray Winstone who s Frank s trusted tough guy will billy succeed in his job Superb performances by whole cast great direction by Scorsese in every sequence great screenplay by William Monahan great original music by Howard Shore which has done a good job in Lord of the Ring series before Leonardo DiCaprio proves that he s not the heart burner doll face punk again he is coming to show his act ability as a man in 10000 problems he is in his most powerful acting time now by today after i saw blood diamond i should confess i am starting to hope for Leonardo he can do many roles better and greater than he did during 90s the stunning Jack Nicholson is all over back again he acts as powerful scary funny Frank Costello after performing in several comedies like Anger Management Something s Gotta Give Jacky s back in a right role of head mafia man who treated Colin as an inside man in police fore department in Boston city and he uses his cooperating in order to his own benefit although he s around 70 he is still dating girls and enjoys the gang life of his own i think Nicholson s role deserved an Oscar nomination but they didn t give any Matt Damon shoe brilliant performance as well as tricky Collin who shows his real face at the end has an un real affair with Madolyn he is the best after his role in famous film Good Will Haunting Martin Scorsese is directing Departed after making historical dramas like Aviator Gangs of New York thats the genre he s the master of it considering Casino Goodfellas Taxi Driver Cape Fear Dparted is on his master full pictures that contains bib names all in Scorsese s validity Jack Nicholson Leonardo DiCaprio Matt Damon Martin Sheen Mark Wahlberg Alec Baldwin i personally think that after making of The Depatred Scorsese should win the Oscar for best directing after 7 times of nomination this is a work of art isn t it then i suppose that Mark Wahlberg is truly great actor he is one of the best actors in present Hollywood he acts as Dignam in a very superb way talking in speedy way mostly insults and the best dialogs of the films is for him great picture 9 out of 10,6,https://www.imdb.com/review/rw1606526/?ref_=tt_urv
10 July 2007,The ugly side of competition: one stab in the back produces another,Some people just want to relate to others as human beings Others want their place in the hierarchy of power DiCaprio plays the former while Nicholson plays the latter There are no winners in these bleak lives but there are plenty of rats in the race With his fine sense of music Scorsese continues to place the right songs in the most appropriate places in The Departed With the Stones Gimme Shelter in the background he introduces his king rat Costello and as Jack gives his audience his best seductive smile the lyrical aftermath of Sympathy for the Devil can almost be heard to begin its refrain in your brain It s those kinds of touches which make The Departed an excellent film a film where every cop s a criminal and all the sinners saints As heads is tails just call Jack Lucifer as I believe this film explains But what would Lucifer be without his collaborators Nothing He needs them for his power and they need him in order to taste and smell same They kneel and he arbitrarily and capriciously dispenses death This is not a nice movie about nice people It is a kind of immoralty play where love is always taking a back seat to death In this sense The Departed continues Scorsese s fine tradition of exposing the criminal mind and milieu which began with Mean Streets,8,https://www.imdb.com/review/rw1690868/?ref_=tt_urv
5 December 2006,Best movie of the year,The very beginning of The Departed struck me as very similar to GoodFellas It begins with a boy telling of his first experiences with the mob The locale even seemed the same There are other instances in the movie where Scorsese seems to allude back to GoodFellas a movie many consider to be one of his masterpieces but in my opinion I think The Departed is all its own and even exceeds GoodFellas in quality and profundity And besides that it s also incredibly entertaining The movie has been advertised as a thriller and it succeeds at that very well Leonardo Dicaprio plays Billy Costigan a cop assigned to not be a cop ever again instead he will be a plant in Frank Costello s Jack Nicholson outfit Matt Damon is Colin Sullivan a cop who works on the side for Costello who entrusts him with the job of finding the mole in his gang Scorsese weaves an intricate tapestry of deceit and mistrust with bloody and jarring violence mixed with intense scenes where the various disguises are on the verge of being uncovered It s a very entertaining tapestry nothing is for sure and while that could have been frustrating Scorsese involves you so much in the characters that you understand that when you re wondering if Billy or Colin is lying they re wondering the same thing Exploring themes like family and identity and loyalty is not new hat for Scorsese He contemplated the same ideas in GoodFellas with his depiction of the life of a mafia man But in The Departed he takes it a step farther and asks the question of what happens when you lose that identity and pretend to be someone you re not This opens up opportunities to discover what happens to the characters relationships in these circumstances Scorsese was blessed with an amazing cast to help him in this task Leonardo Dicaprio gave an amazing performance two years ago in The Aviator and while I think that may be his better performance there s no denying the power and truth in his desperately soul searching undercover cop He deserves another Oscar nomination for this but he probably won t get it because Jack Nicholson is getting most of the notice not all of it good for his performance Some critics are complaining that Nicholson went over the top I don t think so at all Everything he did was appropriate as the ultimate kingpin of the Boston mob because his character can get away with anything and knows it Matt Damon has the least to do of the three of them but Damon is a good actor and is no less than that here Vera Farmiga has a good stint as Damon s love interest and Dicaprio s shrink the lack of identity for both Damon s and Dicaprio s characters has a tasking effect on her and she holds her own against the two men There s no doubt in my mind that this is the best movie of the year It has by far the best ending to a Scorsese movie out of the three I ve seen The profundity and inevitability of the last few scenes is perfect If only the Academy would agree The only true contenders against it so far for the Oscar are Babel not as complete as this one and The Queen which isn t as big or brawny as The Departed Besides Scorsese has been ignored for far too long This would be a very appropriate time for him to win and with this movie he would deserve it But Oscars aside I would recommend this movie to anyone who appreciates thrilling stories with meaning behind them Those kinds of movies are few and far between so grab onto this one and keep hold of it while it lasts,9,https://www.imdb.com/review/rw1538045/?ref_=tt_urv
23 October 2006,Spectacular Film-Could not get up out of my chair!,With this type of all star cast you have certain expectations when seeing this film and it MET or EXCEEDED each and every one of them The acting was impeccable you either hate who you should hate or love who you should love Mark Walhberg was hard core Leonardo was as Leonardo usually is gorgeous and believable and deep Matt Daman played the asshole to the tee Jack Nicholson well what can you say about one of the greatest actors ever to step foot onto the big screen When he wants to look like the devil he IS THE DEVIL The ending was such a shock and it kept on coming and coming like we all love Annoying factors WHAT WAS IN THE LETTER What happened to the baby Those are unanswered questions that should have been included in the ending Will there be a PART II to tie up all the loose ends There should be but who is left,10,https://www.imdb.com/review/rw1504577/?ref_=tt_urv
18 June 2018,A Modern Film Noir: Scorsese's Best Film with the Most Intricate Plot,Martin Scorsese has been on the cutting edge of filmmaking since the late 1960 s Prior to The Departed the legendary director s films had been recognized with 59 Oscar nominations and about 11 wins He had been nominated five times for Best Director with an equal number nominated for Best Picture without winning prior to The Departed notable Raging Bull and Goodfellas His actors have faired better with wins for Robert De Niro Best Actor Raging Bull Joe Pesci Best Supporting Actor Goodfellas and Paul Newman Best Actor The Color of Money He needed a film to hit it out of the ballpark and The Departed was it It is unquestionably Scorsese s best film and will go down as a masterpiece of crime cinema The plot probably the most intricate in a crime drama film since Pulp Fiction is based on a Hong Kong film called Infernal Affairs which references Hell in Buddhist theology William Monahan adapted the original Chinese screenplay by Alan Mak and Felix Chong The story concerns two young Bostonians who have infiltrated the opposing sides of the wars between the Massachusetts state police and a crime syndicate run by a godfather type Frank Costello Jack Nicholson in an academy award caliber performance The two infiltrators are in fact double agents Matt Damon plays the clean cut Colin Sullivan who elevates from lower eastside broken home to being an high ranking detective in the state police Unbeknownst to his colleagues his real loyalty is with Costello his dad the name he often uses when he s in contact with Costello On the other side also from humble beginnings is Billy Leonardo DiCaprio son of an airport luggage handler who also had ties to the mob He has tried with mixed reviews also to become a Boston cop His superiors played by Martin Sheen and Mark Wahlberg don t believe he s police material but instead decide he s perfect as a mole to infiltrate Costello s mob Interestingly Sullivan easily works up the ranks with his steady demeanor while Billy is distrusted on all sides and must prove himself The authorities want information about a computer chip heist not the kind of computer chips you purchase at Fry s but one s which are not exactly publically available These chips are mounted into computers aboard ICBM s Another mob a Chinese terrorist syndicate desire to purchase the chips so they can blow up cities in the far east The question becomes will diCaprio as a double agent be able to tip off the authorities before the transaction can be completed Or will Matt Damon tip off the mob in time to get away with the heist and sale A brilliant and compelling film from start to finish Superb performances by all involved Only Wahlberg was nominated for best supporting actor although all the leads could have been easily been nominated for their performances Alan Arkin won best supporting actor for a far less interesting film Little Miss Sunshine In my opinion DiCaprio s performance is one of the best of his career Scorsese finally won Best Director and the film won Best Picture These were not sympathy awards for Scorsese giving them to him for his career He and his film won because it s one helluva a great film,10,https://www.imdb.com/review/rw4207432/?ref_=tt_urv
3 March 2021,A good movie,The departed is a great movie I loved Jack Nicholson acting it was great And Leonardo DiCaprio was very good I like the movie story and the Filmmaking was good It was a great movie,9,https://www.imdb.com/review/rw6657518/?ref_=tt_urv
8 October 2006,Scorsese's Best Directing Oscar... Finally...,This was an intense off the edge of your seat runaway train of pure excitement about two police officers one molded by the Irish mob Damon to be an inside probe in the police department and the other was molded by the police department DiCaprio to be an undercover in the same Irish mob The Irish mob was led by the extraordinary Jack Nicholson in one of his best performances since As Good As It Gets Leonardo DiCaprio and Matt Damon both give great performances as the stressed out under appreciated police officers playing opposite sides of the law and trying to do their jobs to satisfy the powers that be However it was Scorcese s directing that brought this complex piece about the philosophies behind modern crime the law and police corruption that takes this piece to the next level This has to be his best work since Goodfellas and I m hoping that he receives a long overdue Academy Award for Best Director The only reason why the film doesn t get a ten from me is because I had issues with the ending I won t give it away However in my humble opinion it was too easy for the characters played by Damon DiCaprio and Mark Wahlberg and it s contrivance eerily reflects the assumed angst by the writers to end a screenplay to a magnificently crafted complex story I m sure the original film was the same way so I m critiquing the filmmakers behind Infernal Affairs for this as well Nevertheless it s still the best film I had seen all year thus far,9,https://www.imdb.com/review/rw1492800/?ref_=tt_urv
4 July 2008,By Far the best of the new millennium,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,10,https://www.imdb.com/review/rw1904470/?ref_=tt_urv
26 May 2007,Entertaining and well-acted... but definitely over-rated.,First of all best Scorsese film Please forget Taxi Driver Raging Bull or Goodfellas even Gangs of New York had more passion class and originality Scorsese just used all of his old violence shots and visual tricks once again and somehow the Academy suddenly rubbed their eyes and said Oh we ve overlooked the guy for so long Come child here s candy I m not actually dissing the movie though It s got a smart plot although that s influenced by the classic Hong Kong film It s got thrilling action sequences moments of sheer suspense and a very entertaining ending with well crafted plot twists The original score is just plain awesome The allover acting is top notch Leo DiCaprio does a very convincing job while Matt Damon s performance is somehow a bit flat Jack Nicholson is damn charismatic as usual Among the supporting roles by Martin Sheen Alec Baldwin and Mark Wahlberg it s Mark who steals the show with his impulsive and ever sarcastic persona Then why is the film so far from being perfect The storycrafting and the screenplay of course The characters are well pretty one dimensional shown in black or white especially Colin Sullivan Even Dicaprio s character just whines about his job but that s all The supporting characters except Dignam in the end fail to add enough substantiality to the story The story itself moves unrealistically fast thereby leaving the audience completely fooled by its occasional flashes of action sequences The dialogues oh god what can I say Using the word fuck in every line more than once neither makes the screenplay a classic nor makes it realistic To summarise The Departed is violent smart well acted and also a well directed thriller But it s definitely not more Oscar worthy than Scorsese s other classic works for one simple reason it s not quite original It offers nothing new And that s that,7,https://www.imdb.com/review/rw1662486/?ref_=tt_urv
1 July 2012,"A good movie, but unimpressed.",When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,6,https://www.imdb.com/review/rw2635951/?ref_=tt_urv
20 April 2021,The Second Best Scorsese Film of all Time!,Considering the overwhelmingly positive critical as well as laymen reviews this movie has garnered over the years it would certainly be an understatement to content that this movie solidified the quality of Scorsese as a promising and exceptionally talented director to such an extent that it earned him his long awaited Academy Award for Best Direction This movie also turned out to be the only Scorsese film to ever earn an Academy Award for Best Picture This movie is certainly my second favorite Scorsese film of all time behind Goodfellas at 1 This is undeniably one of the best movies of the century so far This movie has it all From top notch acting to a complicated and tricky plot involving dilemmas of the protagonist as well as the antagonist and spectacular action sequences to notoriously brutal violence This movie perfectly encompasses everything that is expected of a Scorsese film Certainly deserves a 10 10 rating from me,10,https://www.imdb.com/review/rw6831491/?ref_=tt_urv
2 November 2006,The Rat,I was kind of disappointed of the last shot of the film the rat by the window But who am I to critique Scorsese It s just that I wasn t expecting such an obvious subtext from Scorsese The material was superb to start with The transitions from scene to scene was dry which I loved the most about the film All in all I d say it s a great film great great great The film s cast scintillated each character I could not think of any other actor playing Leonardo s role Di Caprio is indeed the most underrated actor in Hollywood today Yes he s dubbed as a great actor but no recognition was given to him yet The Acedemy has overlooked his talent for quite too long now Too bad for him,,https://www.imdb.com/review/rw1512124/?ref_=tt_urv
23 October 2006,Best film this year,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,10,https://www.imdb.com/review/rw1504296/?ref_=tt_urv
6 October 2021,the best scorcese movie ever made,The timing the style the script how everything is show everything works in this gangster movie Everything Is like here scorsese found the best script and he found the best actors for every character If u like cop movies or gangster movies watch it Is perfect in every single detail is a classic already,10,https://www.imdb.com/review/rw7415648/?ref_=tt_urv
21 September 2020,Worse than the source material.,I have seen the departed once before and two days ago I watcher infernal affairs I wanted to compare this to it s source material I would watch infernal affairs again before I watch the departed There are lots of scenes in this movie that are only in it because they are in infernal affairs these scenes feel out of place I think since infernal affairs is such a choppy fast paced movie and Scorsese s movie is a more slower paced so the choppy editing doesn t work as well The editing is only trying to imitate infernal affairs when scenes from Andrew Lau and Alan Mak s film are re created the rest of the filming and editing is very Scorsese and the two styles do not mix well Another technical issue is the sound mixing the music and gunshots were way too loud compared to the at times almost inaudible dialogue I had to keep turning the volume up and down The acting is great this is my favourite Matt Damon performance and Leo was also good all of the supporting cast is good as well and Jack Nicholson is cast perfectly Even though Vera Farmiga s performance was good enough he character Madolyn was bad she is a very unprofessional therapist and talk about her other clients with Billy a client she is also rattled by his insults and assumptions about her which a therapist would never do having people comment about them like that isn t uncommon She also has some of the worst lines Martin Scorsese has ever written and honestly so does this film The writing in the departed is genuinely awful at times the insults get old pretty quickly and the dialogue between Madolyn and everyone is very bad Some scenes I couldn t help but laugh at what was coming out of her mouth My favourite thing about infernal affairs was the score and use of leitmotifs A film score doesn t need to be complicated to be good but using leitmotif is only surface level stuff for a decent composer Howard shore one of the greatest composers ever scored this film I can t even wrap my head around that to be honest he went from only a few years before this came out creating one of the best scores ever composed the lord of the rings which has one of the most innovative and impressive use of leitmotifs in film history I liked the departed but I won t be watching it again anytime soon Infernal affairs is a better movie you should definitely check out,6,https://www.imdb.com/review/rw6112297/?ref_=tt_urv
16 May 2009,The Departed A New American Crime Classic,Martin Scorsese s The Departed is a new American crime classic brought to life by an all star cast including Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg Martin Sheen Ray Winstone Vera Farminga and Alec Baldwin The movie is about Billy Costigan played perfectly with intensity and vulnerability by DiCaprio a rookie cop who goes undercover to help his detective handlers played by Sheen and Wahlberg in great supporting roles bring down mob boss Frank Costello played to a tee with menace by Nicholson His character provides some of the comic relief which balances well between the drama suspense and action Meanwhile SIU officer Colin Sullivan played effectively by Damon in a rare villain role has everyone trusts who is actually Costello s mole Vera Farminga also does a good job with the supporting role of Sullivan s girlfriend and Costigan s secret lover Madolyn and Ray Winstone is fantastic as Mr French who is Costello s right hand man From the great actors who all brought their A game to the story to the Boston setting and Scorsese s direction of where he wanted to take this film is masterfully done The film did feel a bit long at the end with a running time of 151 minutes but it s a minor flaw in what is a great crime film brought to the big screen The film does have some strong brutal violence strong language and sexual content so adults may want to think about watching this movie with their children Other then that The Departed is a terrific film with some twists turns and surprises that make for an enjoyable film to watch So if you re a fan of crime films Scorsese or any of the actors in it then chances are you ll really like this film Go see it You won t be disappointed,10,https://www.imdb.com/review/rw2067165/?ref_=tt_urv
2 January 2008,A Wild Ride,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,9,https://www.imdb.com/review/rw1792263/?ref_=tt_urv
17 March 2007,Raging bore,When The Departed finally gained for Martin Scorsese a Best Director Oscar it was felt it might have been for the work of a lifetime It s not my favorite Scorsese film that honor belongs to Casino for me But it certainly was the Best Film of that year as well rivaled in my humble opinion by Blood Diamond Instead of an Italian atmosphere for The Departed Scorsese decided to use the Boston Irish who are the dominant group of that city in everything including crime The film is simple enough the police want to take down organized crime kingpin Jack Nicholson who plays a character named Frank Costello That was Scorsese s little joke because the real Frank Costello was one of the Mafia overlords back in the day although his real name was an Italian one Nicholson s character is based on Whitey Bulger who was the real life organized crime chieftain of the Boston area He came from a really interesting family because a brother of his William Bulger had a long political career that culminated in that Bulger being elected President of the Massachusetts State Senate I didn t add the word distinguished because scandal crept around that man all his life Getting this man won t be easy because he has a full bag of tricks One of them being that years ago he put a young man played by Matt Damon through the Boston Police Academy concealing a juvenile record and Damon moved gradually up the ranks and got to work in the Boston PD Internal Affairs Division A great spot for a mole to keep an eye on pending investigations But the Boston PD has put one of their own undercover in the person of Leonardo DiCaprio whose family knows Nicholson from the neighborhood At that point the whole film becomes a cat and mouse game on both sides with each having their informants on the other side There are no dummies on either side the police aren t keystone cops and the criminals as shrewd and brutal as they come Scorsese probably had a lot of help in having both Matt Damon and Mark Wahlberg in the cast Both of these players are well known for their Boston roots and they fit really well into their parts Mark Wahlberg for his role as one of the task force trying to take Nicholson down got an Oscar nomination for Best Supporting Actor He lost to Alan Arkin for Little Miss Sunshine Wahlberg was the only one who came up short at Oscar time The Departed won additional Oscars for Best Adapted Screenplay and Best Film Editing to go with the Best Picture And Best Director Oscars for Scorsese Leonardo DiCaprio had a career year he might have been nominated himself if he wasn t up for Best Actor in Blood Diamond The real Whitey Bulger is 80 years old now and in real life he was as full of tricks as Nicholson s character is in the film If you think you know how this film ends I guarantee you will be wrong Nicholson s character has survived in many ways that s all I can say Scorsese has a nice feel for Boston s atmosphere as good as what he had for Goodfellas in New York and Casino in Las Vegas He assembled a great cast of people who all got a crack at working with one of the best film directors of all time The cast didn t let Martin down at Oscar time and they won t let you down when you see it on the big screen or the small,4,https://www.imdb.com/review/rw1619448/?ref_=tt_urv
